T_DB (K),P (Pa),x_w (mol/mol),x_w_sat(mol/hmol),x_w_gas (mol/mol),h_gas (J/mol),s_gas (J/mol/K),v_gas (m3/mol),x_w_liq (mol/mol),h_liq (J/mol),s_liq (J/mol/K),v_liq (m3/mol),x_gas (mol/mol),RH,T_WB (K)
279.882189,114007.7057,0.13427543,0.008668098,0.008668098,585.7560709,1.20218702,0.020398717,1,511.8679675,1.843778849,1.80E-05,0.873294371,1,279.882189
265.856039,185160.5109,0.18909993,0.001793782,0.001793782,-138.7581314,-5.493875769,0.011922475,1,0,0,0,0.812357262,1,265.856039
298.768396,86956.4656,0.07758231,0.037964547,0.037964547,2460.99426,9.891380285,0.028555335,1,1936.505683,6.771339443,1.81E-05,0.958818812,1,298.768396
301.15832,54312.5449,0.07976874,0.069891988,0.069891988,3974.680528,18.73097164,0.04608609,1,2115.96661,7.371586159,1.81E-05,0.98938107,1,301.15832
330.451276,128947.3625,0.03489854,0.137246211,0.03489854,3249.505378,9.105019263,0.021302299,1,4323.296162,14.36179769,1.83E-05,1,0.254276892,309.8398323
334.312037,54450.937,0.06031557,0.387978829,0.06031557,4518.934282,20.3968236,0.051040711,1,4613.220461,15.23817552,1.83E-05,1,0.155460983,303.4225969
343.531496,195829.6956,0.0503998,0.163443985,0.0503998,4332.466626,9.076488698,0.014581373,1,5310.870092,17.2890686,1.84E-05,1,0.308361302,323.1451033
290.634439,194591.2144,0.16476643,0.010342712,0.010342712,969.2792694,-1.889569013,0.012407843,1,1325.350658,4.690797714,1.80E-05,0.843962431,1,290.634439
334.585286,126531.179,0.0962147,0.169529262,0.0962147,6146.236017,18.56086249,0.02197366,1,4634.911278,15.29907925,1.83E-05,1,0.56754037,324.0681609
362.876158,124853.0929,0.05451817,0.559645149,0.05451817,5094.514188,15.05428856,0.024163634,1,6772.482991,21.43191964,1.87E-05,1,0.097415604,319.2932986
311.558143,134128.5321,0.11420949,0.050835617,0.050835617,3413.893759,9.419352757,0.019302619,1,2900.324044,9.927377317,1.81E-05,0.933231931,1,311.558143
348.281468,110420.3956,0.18037605,0.353724151,0.18037605,10366.96833,32.56624669,0.026199489,1,5668.308858,18.32697998,1.85E-05,1,0.509934223,333.9609984
295.78224,196684.1993,0.11577403,0.01407477,0.01407477,1287.960913,-0.871083156,0.0124941,1,1713.386581,6.014118201,1.81E-05,0.896848912,1,295.78224
358.683976,190784.1749,0.14873807,0.312665039,0.14873807,9237.991428,24.55364463,0.015616356,1,6455.990195,20.55125988,1.86E-05,1,0.475710589,342.2507233
340.289107,143365.2927,0.12217937,0.193501921,0.12217937,7488.943681,21.67546524,0.019719666,1,5065.39243,16.57392931,1.84E-05,1,0.631411663,331.1761042
328.390921,164975.8555,0.16466752,0.097353705,0.097353705,6009.543391,15.9518798,0.016536308,1,4168.570482,13.89010643,1.83E-05,0.925426144,1,328.390921
332.709257,109195.4142,0.04644602,0.180050907,0.04644602,3839.902,12.4181969,0.025327636,1,4493.203558,14.8753073,1.83E-05,1,0.257960488,310.9307996
349.759732,138966.043,0.13707566,0.299233308,0.13707566,8447.34972,24.83040709,0.020910868,1,5780.407709,18.64664938,1.85E-05,1,0.458089578,333.5023168
327.807125,111334.2284,0.1269064,0.140075601,0.1269064,7333.056425,23.32813258,0.024460329,1,4123.755922,13.75650586,1.83E-05,1,0.905985047,325.9507215
358.116538,129196.1017,0.10158391,0.450394477,0.10158391,7089.556551,21.16999227,0.023038923,1,6412.176712,20.43220905,1.86E-05,1,0.225544307,327.7189708
333.379369,167539.4903,0.0366409,0.12124737,0.0366409,3412.095303,7.443705657,0.016539982,1,4544.606732,15.026441,1.83E-05,1,0.302199544,314.8754672
338.894373,89089.1969,0.15518203,0.292186111,0.15518203,8947.020621,30.09228942,0.031605077,1,4959.354283,16.26461583,1.84E-05,1,0.531106798,326.2948837
304.531507,155324.0598,0.04328806,0.029762088,0.029762088,2254.789621,4.378332976,0.016292185,1,2371.63499,8.209782635,1.81E-05,0.986059118,1,304.531507
327.780449,127684.5587,0.01390691,0.122036687,0.01390691,2220.960144,5.712136692,0.021340242,1,4121.996674,13.75022745,1.83E-05,1,0.113956797,301.7157623
356.165258,88682.6201,0.17053129,0.60604981,0.17053129,10162.26841,33.72863624,0.033371876,1,6263.964225,20.01931927,1.86E-05,1,0.281381641,329.0125825
312.251359,112181.5917,0.01875706,0.063055578,0.01875706,1986.893245,6.133560163,0.02313591,1,2952.165067,10.09486221,1.82E-05,1,0.297468687,297.9317029
264.559903,131394.935,0.15653473,0.002252389,0.002252389,-151.4011348,-2.690824121,0.016724895,1,0,0,0,0.84536937,1,264.559903
287.708997,77834.6932,0.17480265,0.021371772,0.021371772,1389.620833,7.191599938,0.030721283,1,1102.661857,3.927980215,1.80E-05,0.843218422,1,287.708997
381.145125,181986.4648,0.03173989,0.740164873,0.03173989,4595.344998,9.953931631,0.017415886,1,8160.357452,25.16044919,1.89E-05,1,0.042882189,323.2609347
277.676515,144390.4088,0.12419676,0.005878849,0.005878849,393.3915202,-1.455903627,0.015976495,1,345.3821501,1.244616165,1.80E-05,0.880982403,1,277.676515
315.362946,132087.3368,0.17100536,0.063209304,0.063209304,4084.798162,11.71482029,0.019839609,1,3186.765182,10.84130955,1.82E-05,0.884930479,1,315.362946
380.834864,185385.5459,0.01092507,0.719259425,0.01092507,3638.490275,6.525523632,0.017083713,1,8136.785452,25.09841007,1.89E-05,1,0.015189332,317.9186899
256.69022,155737.0637,0.06260077,0.000933124,0.000933124,-442.3403444,-5.223344619,0.013686121,1,0,0,0,0.938274757,1,256.69022
300.11122,50500.0013,0.01276733,0.07069157,0.01276733,1365.589796,10.67979633,0.049401849,1,2037.041966,7.109288518,1.81E-05,1,0.180606118,282.8011233
326.53569,79249.4994,0.0638304,0.184889889,0.0638304,4446.933691,17.09062602,0.034249233,1,4027.458733,13.46396446,1.83E-05,1,0.345234672,309.021316
384.854343,188166.8514,0.14022404,0.810007779,0.14022404,9640.430745,25.60955048,0.016997577,1,8442.966478,25.89803165,1.90E-05,1,0.173114436,342.8837839
300.142511,135523.431,0.08938944,0.026455079,0.026455079,1978.362709,4.587077882,0.01840403,1,2040.808405,7.116716602,1.81E-05,0.935355462,1,300.142511
300.968355,101778.4464,0.15472771,0.036936464,0.036936464,2477.972684,8.640776031,0.024575537,1,2102.445006,7.323822342,1.81E-05,0.877691096,1,300.968355
269.670805,150982.2655,0.02830261,0.003046525,0.003046525,31.75715683,-3.156764719,0.014835805,1,0,0,0,0.974666737,1,269.670805
304.856927,102827.4971,0.08864717,0.04572859,0.04572859,2988.785996,10.24191406,0.02463883,1,2395.278772,8.290499954,1.81E-05,0.955024766,1,304.856927
361.098947,157329.6634,0.11028411,0.415771298,0.11028411,7570.919866,21.00391349,0.019074774,1,6638.336859,21.0596638,1.86E-05,1,0.26525186,333.1107292
325.948961,69360.0889,0.03555275,0.205245289,0.03555275,3150.640455,13.96652968,0.039066552,1,3983.098512,13.32854472,1.83E-05,1,0.173220785,300.2283975
297.030917,130118.0398,0.03553823,0.022898072,0.022898072,1727.182155,4.075998289,0.01896985,1,1806.343525,6.33178756,1.81E-05,0.987063624,1,297.030917
373.638118,151997.978,0.08395302,0.682683724,0.08395302,6749.415511,18.56193052,0.020435532,1,7589.147577,23.64833011,1.88E-05,1,0.122974984,329.4918988
360.463658,169636.9054,0.03047811,0.37649579,0.03047811,3929.254474,8.703986972,0.017667414,1,6590.407908,20.92618053,1.86E-05,1,0.080952061,318.3566548
375.987726,143604.2542,0.04671587,0.783855302,0.04671587,5126.261731,13.78077149,0.021769817,1,7767.557471,24.12475017,1.88E-05,1,0.059597568,321.8004815
366.894055,111037.2908,0.17590875,0.730283991,0.17590875,10727.20902,33.48371921,0.027454794,1,7076.797585,22.26663597,1.87E-05,1,0.240877182,334.7333313
335.422291,67502.93,0.0626396,0.329487147,0.0626396,4656.027456,19.04507661,0.041307155,1,4697.139707,15.48806549,1.83E-05,1,0.190112423,307.3620852
331.153983,71994.3522,0.03198929,0.253633943,0.03198929,3141.842781,13.58231033,0.03823923,1,4375.395948,14.52244364,1.83E-05,1,0.126123853,300.6837189
293.425213,175218.976,0.15913107,0.01366633,0.01366633,1202.114939,-0.20448759,0.013913519,1,1535.409817,5.41130759,1.80E-05,0.852519746,1,293.425213
256.937037,141961.7243,0.17173992,0.001046875,0.001046875,-428.7949793,-4.401022972,0.015030394,1,0,0,0,0.829128074,1,256.937037
328.712651,118711.2677,0.06469539,0.137226405,0.06469539,4547.259892,14.04513838,0.023014096,1,4192.106935,13.96431748,1.83E-05,1,0.471450008,316.014976
373.395756,157572.6167,0.01908473,0.653210469,0.01908473,3792.295217,8.596366336,0.01970471,1,7570.81507,23.59896869,1.88E-05,1,0.029216816,316.3102626
348.963565,168083.9716,0.12583887,0.239584714,0.12583887,7911.605994,21.61095824,0.017248206,1,5720.67564,18.47413305,1.85E-05,1,0.525237475,335.6320247
323.714033,170035.8507,0.16566082,0.075232887,0.075232887,4871.333464,12.11798358,0.01581777,1,3816.284436,12.80934692,1.82E-05,0.902215453,1,323.714033
266.767709,105660.2113,0.02002009,0.003391341,0.003391341,-33.6242622,-0.434621048,0.020976473,1,0,0,0,0.983314666,1,266.767709
299.307243,70555.6421,0.0012396,0.048284161,0.0012396,820.1825726,5.911485448,0.035262634,1,1976.820104,6.907144486,1.81E-05,1,0.025673015,279.7076164
280.071518,133131.294,0.14278477,0.007524988,0.007524988,538.3092278,-0.257540263,0.017478732,1,526.5367776,1.894941177,1.80E-05,0.863714673,1,280.071518
331.825751,69847.0841,0.14294032,0.269764472,0.14294032,8183.973534,29.80363384,0.039477054,1,4426.002261,14.67522551,1.83E-05,1,0.529870812,319.7965964
250.727127,77711.8778,0.12460571,0.001054316,0.001054316,-603.5034241,-0.084245868,0.026805493,1,0,0,0,0.876318206,1,250.727127
301.984365,112431.9192,0.1638109,0.035482563,0.035482563,2441.358202,7.691486044,0.022321421,1,2179.133816,7.57756103,1.81E-05,0.866950734,1,301.984365
344.266829,121647.9235,0.02873484,0.270981431,0.02873484,3376.432836,9.857906156,0.023527764,1,5365.290351,17.45128952,1.84E-05,1,0.106039886,309.7691598
258.51847,186687.8823,0.15612573,0.000923253,0.000923253,-392.1977118,-6.533775493,0.01149612,1,0,0,0,0.844654099,1,258.51847
330.763308,164072.3299,0.1063915,0.109564184,0.1063915,6488.479481,17.48782183,0.01674661,1,4347.349656,14.43260905,1.83E-05,1,0.971042687,330.2097926
251.550741,135661.928,0.03380132,0.000656153,0.000656153,-602.8191321,-4.710215399,0.015397555,1,0,0,0,0.96683307,1,251.550741
305.337242,120622.6383,0.0062119,0.040076557,0.0062119,1217.407955,2.870876649,0.021039412,1,2431.734487,8.40893289,1.81E-05,1,0.155000839,290.0967023
355.92178,119464.2447,0.1775132,0.446490247,0.1775132,10467.06025,32.17503912,0.024749399,1,6245.983925,19.96721325,1.86E-05,1,0.397574642,335.7374226
319.360268,129918.8475,0.01471306,0.079034024,0.01471306,2010.939083,4.93379871,0.020432875,1,3487.739957,11.7898116,1.82E-05,1,0.186161088,299.9571713
295.843455,117099.4811,0.079629,0.023673358,0.023673358,1728.348679,4.957189164,0.020995274,1,1716.661298,6.030046648,1.81E-05,0.94268758,1,295.843455
356.158127,123035.1149,0.10600532,0.437698584,0.10600532,7232.240898,22.03963373,0.0240596,1,6263.913284,20.01738469,1.86E-05,1,0.242187944,327.2898069
278.718693,73305.9212,0.02822989,0.012422348,0.012422348,724.1262438,5.363805758,0.031599062,1,423.0549685,1.528420074,1.80E-05,0.983993621,1,278.718693
328.2263,67905.9171,0.06056226,0.234004917,0.06056226,4349.751778,18.0529991,0.040179746,1,4154.677542,13.85319394,1.83E-05,1,0.258807638,306.1400513
351.280415,84611.7106,0.03483609,0.521786277,0.03483609,3861.252376,14.40139855,0.03451695,1,5894.541685,18.97513297,1.85E-05,1,0.06676314,307.031404
307.321284,174965.1471,0.08410937,0.030927003,0.030927003,2387.804019,3.828622204,0.014595286,1,2581.998245,8.896251801,1.81E-05,0.945120371,1,307.321284
362.966581,104118.965,0.05907315,0.672294156,0.05907315,5305.230595,17.24436654,0.028982634,1,6779.043594,21.45106288,1.87E-05,1,0.087868011,317.0947934
280.619829,179368.9867,0.05618503,0.005807926,0.005807926,473.4303259,-2.971442718,0.012995595,1,568.8459903,2.042887739,1.80E-05,0.9493286,1,280.619829
303.395631,120106.5253,0.14912698,0.036037438,0.036037438,2507.216289,7.361001907,0.020992404,1,2285.530666,7.928607325,1.81E-05,0.882682641,1,303.395631
264.354887,92722.7657,0.08107167,0.003130019,0.003130019,-114.602538,0.345532192,0.023688441,1,0,0,0,0.921813625,1,264.354887
258.304768,83992.6201,0.12375827,0.002003466,0.002003466,-340.7570977,0.301974874,0.025551801,1,0,0,0,0.878000774,1,258.304768
252.967802,95670.2734,0.09823367,0.00106505,0.00106505,-539.443327,-1.557052194,0.021965525,1,0,0,0,0.90272778,1,252.967802
319.180604,95913.9242,0.01857468,0.105980042,0.01857468,2182.408876,8.052718972,0.027662938,1,3473.675606,11.74769873,1.82E-05,1,0.17526583,297.7364375
348.28305,156542.2398,0.02386332,0.249953335,0.02386332,3271.613656,7.348660082,0.01849707,1,5669.098563,18.32679998,1.85E-05,1,0.0954711,312.8572659
314.223731,93937.0502,0.19182567,0.083612818,0.083612818,4975.816898,17.38943718,0.027796797,1,3100.380485,10.56909391,1.82E-05,0.881913612,1,314.223731
248.407681,189870.4085,0.15408437,0.000344991,0.000344991,-713.5936742,-7.945928702,0.010857511,1,0,0,0,0.846207564,1,248.407681
290.753763,157626.0283,0.14836778,0.012850298,0.012850298,1088.481203,0.28217893,0.015326103,1,1333.716667,4.721870938,1.80E-05,0.862718409,1,290.753763
284.933059,117052.1922,0.12020546,0.0118683,0.0118683,877.1627089,2.018355524,0.020227496,1,893.7713806,3.195937511,1.80E-05,0.890361619,1,284.933059
316.501776,129117.2189,0.0457764,0.068626268,0.0457764,3331.344167,9.452780122,0.020372257,1,3272.469951,11.1127564,1.82E-05,1,0.667039039,310.4351584
265.001501,81999.5627,0.05128343,0.003744372,0.003744372,-67.20799788,1.545444352,0.026853973,1,0,0,0,0.952282269,1,265.001501
355.888549,93337.308,0.08801815,0.569765994,0.08801815,6410.478706,21.76234526,0.031695889,1,6243.0984,19.960469,1.86E-05,1,0.154481227,319.4437813
313.626385,195017.2916,0.0584403,0.03912252,0.03912252,2941.499499,4.752451588,0.013362872,1,3057.014866,10.42510597,1.82E-05,0.979895689,1,313.626385
268.964858,89076.6458,0.07572557,0.004852636,0.004852636,97.56072037,1.473688126,0.02509007,1,0,0,0,0.928781469,1,268.964858
278.005229,131751.3815,0.14437707,0.00658977,0.00658977,435.9879027,-0.539740392,0.017531117,1,370.0603176,1.334256932,1.80E-05,0.86129869,1,278.005229
283.275103,198487.3839,0.16405476,0.006284903,0.006284903,571.0362777,-3.464042736,0.011854503,1,769.9442603,2.754919167,1.80E-05,0.841232304,1,283.275103
324.589149,71811.8492,0.03241776,0.185493631,0.03241776,2968.696811,13.08110726,0.037575184,1,3880.687137,13.01355543,1.82E-05,1,0.174764815,299.6080155
256.96857,51319.4126,0.08914873,0.002893247,0.002893247,-336.7242448,4.409430777,0.041613875,1,0,0,0,0.913494234,1,256.96857
377.615508,130405.385,0.00627306,0.911579627,0.00627306,3334.293557,8.446416234,0.024079341,1,7891.131221,24.45336533,1.89E-05,1,0.006881527,310.4678078
295.767476,172759.2785,0.18323108,0.015998417,0.015998417,1375.966335,0.51369202,0.014224775,1,1711.872096,6.010458446,1.81E-05,0.83004838,1,295.767476
253.285218,62570.5801,0.11439969,0.001676374,0.001676374,-499.6693819,2.127615273,0.033637433,1,0,0,0,0.887087401,1,253.285218
346.799288,135254.7976,0.19988733,0.271607962,0.19988733,11200.25028,33.38275147,0.021287477,1,5556.716081,18.0045665,1.85E-05,1,0.735940613,340.1417868
333.037715,154450.1042,0.19918473,0.129413814,0.129413814,7597.274602,21.4163028,0.017909196,1,4518.651055,14.94926459,1.83E-05,0.919857543,1,333.037715
307.13009,164914.5628,0.03682775,0.032455389,0.032455389,2451.878581,4.535426935,0.015475457,1,2567.440462,8.849459828,1.81E-05,0.995480972,1,307.13009
266.736311,104059.713,0.11119655,0.003433964,0.003433964,-32.48721778,-0.30350997,0.021296817,1,0,0,0,0.891866086,1,266.736311
318.870461,110104.6938,0.1723738,0.090902989,0.090902989,5440.994611,17.53850708,0.02406374,1,3450.541819,11.67437525,1.82E-05,0.91038271,1,318.870461
346.10923,131573.2087,0.03915589,0.271135107,0.03915589,3902.595183,10.93857604,0.021868691,1,5504.548827,17.8541879,1.85E-05,1,0.144414681,314.1665036
246.813214,148324.0542,0.06758582,0.000375651,0.000375651,-754.7544981,-6.062217888,0.013814495,1,0,0,0,0.932764574,1,246.813214
317.546703,70052.01,0.00441754,0.133319342,0.00441754,1495.720176,8.24346987,0.037684171,1,3350.22284,11.36140315,1.82E-05,1,0.033135027,287.6173789
290.578658,108920.7586,0.13791471,0.018364685,0.018364685,1335.561929,4.214666028,0.022170048,1,1319.679339,4.67659994,1.80E-05,0.878213402,1,290.578658
276.449785,143520.6255,0.14548843,0.005425238,0.005425238,337.2317835,-1.609730713,0.016002071,1,252.3801934,0.909001469,1.80E-05,0.859172787,1,276.449785
270.312335,73341.6859,0.09802357,0.006600885,0.006600885,216.8302471,3.528276443,0.030629106,1,0,0,0,0.907969835,1,270.312335
341.189061,71554.3578,0.166796,0.402242994,0.166796,9544.3991,33.71438004,0.03962038,1,5132.238376,16.77398635,1.84E-05,1,0.414664773,323.565096
315.291829,85516.5218,0.05112902,0.09714584,0.05112902,3540.895321,13.56532966,0.030644784,1,3180.671219,10.82466756,1.82E-05,1,0.526311987,305.5926511
364.186933,158650.9477,0.07359617,0.463694212,0.07359617,5997.798601,15.95047888,0.019082777,1,6872.261657,21.70465484,1.87E-05,1,0.158717034,327.4325058
317.34431,84878.7205,0.0833383,0.108932204,0.0833383,5056.772602,18.48807441,0.031071517,1,3335.215561,11.31327851,1.82E-05,1,0.765047408,312.8795951
243.210801,79681.1378,0.18116151,0.000481906,0.000481906,-848.2304478,-1.283097117,0.025355971,1,0,0,0,0.819233283,1,243.210801
274.479419,186787.7984,0.07870766,0.00362782,0.00362782,195.3788822,-4.320367409,0.012204349,1,103.6592466,0.366277723,1.80E-05,0.924646792,1,274.479419
257.822249,165254.1706,0.13368413,0.000977266,0.000977266,-408.1847892,-5.582862139,0.012954179,1,0,0,0,0.867163319,1,257.822249
366.448437,184009.3571,0.10338287,0.435588375,0.10338287,7415.495567,19.16079285,0.016551635,1,7044.018666,22.17351676,1.87E-05,1,0.237340746,335.6314044
342.097345,147021.0331,0.03586068,0.204290118,0.03586068,3634.329406,9.174605519,0.019343414,1,5201.902205,16.97382822,1.84E-05,1,0.175538006,314.3059615
259.973517,137681.1611,0.18460644,0.001427129,0.001427129,-322.7841843,-3.735087564,0.015682424,1,0,0,0,0.816558895,1,259.973517
342.070001,105522.945,0.14214682,0.283898535,0.14214682,8450.221258,27.16357117,0.026933731,1,5199.225342,16.96823677,1.84E-05,1,0.500695855,328.1824375
287.462675,91148.6557,0.06164065,0.017968957,0.017968957,1227.995987,5.322821575,0.02620997,1,1084.302385,3.863305525,1.80E-05,0.955529213,1,287.462675
335.002917,64026.441,0.03271898,0.340735793,0.03271898,3288.298397,15.00842266,0.043498917,1,4665.461873,15.39375499,1.83E-05,1,0.096024488,299.8446545
321.958237,145705.1951,0.0513466,0.080396757,0.0513466,3742.460996,9.770989367,0.018363789,1,3683.652365,12.39988584,1.82E-05,1,0.638665062,314.8854598
381.94929,150979.6078,0.19751988,0.913569304,0.19751988,12160.16091,35.07702266,0.02101603,1,8221.172903,25.32137848,1.89E-05,1,0.216206783,344.3035866
329.789089,172841.2836,0.18313415,0.09934638,0.09934638,6140.364143,15.9711286,0.015850436,1,4274.05756,14.21021161,1.83E-05,0.90697004,1,329.789089
259.676118,151659.772,0.16515663,0.001261709,0.001261709,-340.1205166,-4.60556594,0.014219038,1,0,0,0,0.83589803,1,259.676118
286.650064,147735.5935,0.11684942,0.010534944,0.010534944,864.921943,0.038310128,0.016121164,1,1023.948327,3.649499868,1.80E-05,0.892553582,1,286.650064
339.619997,192550.8162,0.03511022,0.140056927,0.03511022,3524.880572,6.597685548,0.014661598,1,5015.638806,16.42491471,1.84E-05,1,0.250685352,317.7899674
318.084283,71281.1631,0.03396844,0.134710098,0.03396844,2848.130749,12.78371281,0.037094901,1,3390.725503,11.48877363,1.82E-05,1,0.252159568,298.758829
330.878118,76029.6999,0.01534743,0.237114688,0.01534743,2379.714363,10.53396748,0.036180409,1,4354.663199,14.45958684,1.83E-05,1,0.064725767,296.2986557
278.891522,61224.0981,0.16505308,0.015047068,0.015047068,848.383128,7.297027481,0.037860579,1,435.9272383,1.575370224,1.80E-05,0.847702355,1,278.891522
293.221524,64475.4855,0.07908962,0.036553305,0.036553305,2236.55612,11.62271149,0.03779939,1,1518.180667,5.359383875,1.80E-05,0.955849851,1,293.221524
368.936734,194396.8563,0.09509979,0.452085746,0.09509979,7113.044385,17.7278935,0.01577479,1,7232.862326,22.68658079,1.87E-05,1,0.21035786,335.6139398
296.788974,74186.3269,0.17480425,0.039516405,0.039516405,2473.983123,11.25176006,0.033250159,1,1787.179443,6.27064515,1.81E-05,0.859146116,1,296.788974
278.538038,164804.8541,0.11556412,0.005473475,0.005473475,398.6975669,-2.536794184,0.014039611,1,411.0110156,1.479277959,1.80E-05,0.88930346,1,278.538038
362.817007,182256.4307,0.10979321,0.383680244,0.10979321,7597.964745,19.84924583,0.016543652,1,6768.80326,21.41882656,1.87E-05,1,0.286158101,336.0987905
252.232858,175453.9911,0.01774218,0.000542967,0.000542967,-591.7058027,-6.802221948,0.011933666,1,0,0,0,0.982791443,1,252.232858
252.035173,156675.2437,0.19543314,0.000596034,0.000596034,-593.3478979,-5.868638828,0.01335572,1,0,0,0,0.805046695,1,252.035173
307.996024,194574.1279,0.11475315,0.028887216,0.028887216,2314.184022,2.696356431,0.013152715,1,2633.115291,9.061245561,1.81E-05,0.911579855,1,307.996024
278.281195,170019.08,0.09697141,0.005212546,0.005212546,379.0444247,-2.867217366,0.013596056,1,391.6514378,1.409404239,1.80E-05,0.907760332,1,278.281195
304.351937,59517.1298,0.09568802,0.076675785,0.076675785,4374.47125,19.25613199,0.042500315,1,2356.545968,8.165916094,1.81E-05,0.979408928,1,304.351937
274.226177,184998.693,0.00548817,0.00359657,0.00359657,186.7200576,-4.272153897,0.012311064,1,84.39654927,0.296183791,1.80E-05,0.998101572,1,274.226177
274.976796,142134.4577,0.01071472,0.004932936,0.004932936,272.1917708,-1.766408224,0.016071776,1,140.6050889,0.503687503,1.80E-05,0.994189554,1,274.976796
293.707752,168729.7382,0.18153406,0.014438908,0.014438908,1245.677656,0.260875567,0.014462915,1,1556.594281,5.483868964,1.80E-05,0.83045683,1,293.707752
243.798211,117228.4458,0.17692,0.000348768,0.000348768,-840.8175706,-4.459711896,0.017269556,1,0,0,0,0.823367164,1,243.798211
282.142198,64368.4412,0.11305857,0.017880494,0.017880494,1070.690281,7.661728881,0.036430845,1,681.9493997,2.452211022,1.80E-05,0.903089109,1,282.142198
284.942563,76768.4531,0.1324164,0.01808416,0.01808416,1160.675299,6.514313143,0.030848227,1,893.7861658,3.198537568,1.80E-05,0.883562078,1,284.942563
299.339638,187245.4402,0.06450848,0.018289716,0.018289716,1582.838967,0.551055022,0.01328271,1,1981.19958,6.91472969,1.81E-05,0.952920159,1,299.339638
262.271138,146244.8327,0.08416735,0.001653318,0.001653318,-246.3580591,-3.942686921,0.014894352,1,0,0,0,0.91734932,1,262.271138
245.728226,126252.3065,0.06287339,0.000394947,0.000394947,-783.3812962,-4.840646325,0.016161383,1,0,0,0,0.937496872,1,245.728226
299.27872,134834.8442,0.12490964,0.025269996,0.025269996,1899.648587,4.363893795,0.018444743,1,1975.740299,6.899654871,1.81E-05,0.897777186,1,299.27872
363.706971,90943.9914,0.15870746,0.790368408,0.15870746,9852.737754,32.52829585,0.033235648,1,6834.95288,21.60561706,1.87E-05,1,0.200801877,328.7143359
327.882392,170638.3552,0.04769245,0.091867559,0.04769245,3750.082703,8.450545176,0.01596961,1,4130.337449,13.77327545,1.83E-05,1,0.519143543,317.4010893
295.046922,191864.4523,0.17564796,0.013794806,0.013794806,1254.162154,-0.78091651,0.012776196,1,1657.90203,5.826593413,1.81E-05,0.835882883,1,295.046922
298.204475,168292.6527,0.12279427,0.019013538,0.019013538,1583.585743,1.443614566,0.014723201,1,1895.384503,6.628649759,1.81E-05,0.894207784,1,298.204475
250.866794,96453.8411,0.02821041,0.00086186,0.00086186,-609.8425475,-1.904560403,0.02160522,1,0,0,0,0.972627859,1,250.866794
346.943634,100248.2049,0.18360316,0.368173264,0.18360316,10474.25097,33.69521834,0.02874824,1,5567.107319,18.03638709,1.85E-05,1,0.498686836,332.2657297
272.286581,88069.6215,0.18738681,0.006485642,0.006485642,267.9805935,2.196309868,0.025691429,1,0,0,0,0.817917913,1,272.286581
261.594051,164982.8282,0.03908008,0.001380345,0.001380345,-280.0019879,-5.073558385,0.013166597,1,0,0,0,0.962248155,1,261.594051
361.052561,153065.1266,0.01475519,0.426507746,0.01475519,3233.110689,7.168543853,0.019613138,1,6634.764639,21.04999063,1.86E-05,1,0.034595362,312.2348848
279.712901,136192.2664,0.13804216,0.007177403,0.007177403,511.9488184,-0.541402423,0.017063667,1,499.4501972,1.797969087,1.80E-05,0.868189183,1,279.712901
352.587041,110467.3116,0.03548881,0.422164654,0.03548881,3927.952038,12.38862658,0.026536196,1,5993.680934,19.25547101,1.85E-05,1,0.084063906,311.5274569
244.638593,106718.4191,0.17680397,0.000417573,0.000417573,-812.207415,-3.562272778,0.019038179,1,0,0,0,0.823539918,1,244.638593
356.467058,121982.795,0.09337965,0.446882769,0.09337965,6668.828071,20.34577243,0.024290101,1,6287.268743,20.08298723,1.86E-05,1,0.208957822,325.1958975
258.118505,155071.1952,0.03196717,0.001069869,0.001069869,-394.4756243,-5.001137292,0.013821933,1,0,0,0,0.969069607,1,258.118505
245.695688,154716.0074,0.09018477,0.000321659,0.000321659,-790.3911559,-6.557503888,0.013182517,1,0,0,0,0.910107974,1,245.695688
255.167209,157705.0728,0.10346142,0.000798827,0.000798827,-492.9759877,-5.526156606,0.013434396,1,0,0,0,0.897255331,1,255.167209
385.556022,165506.4594,0.03238884,0.939901732,0.03238884,4755.686144,11.18323532,0.019371816,1,8496.157521,26.03723293,1.90E-05,1,0.034459815,322.4415513
330.226906,166234.5243,0.17643496,0.105441368,0.105441368,6429.329707,17.19627526,0.016501798,1,4306.953687,14.31026067,1.83E-05,0.920638414,1,330.226906
282.876554,181219.3541,0.19422294,0.006698578,0.006698578,579.3247609,-2.676570063,0.012966769,1,739.5212131,2.648545241,1.80E-05,0.81121102,1,282.876554
288.774952,190784.4581,0.03637689,0.009371094,0.009371094,871.3986376,-2.06854708,0.012574256,1,1185.038261,4.206703885,1.80E-05,0.972738736,1,288.774952
336.981774,130358.1437,0.11078436,0.183533524,0.11078436,6876.189322,20.58155682,0.021479105,1,4815.696759,15.83727122,1.84E-05,1,0.603619206,327.2932846
362.200847,183557.9093,0.06221439,0.372143732,0.06221439,5420.76628,12.91679189,0.016403915,1,6722.151116,21.29006716,1.86E-05,1,0.16717839,327.5824352
245.117908,137813.0535,0.07390233,0.000340154,0.000340154,-804.7608571,-5.655493947,0.014766891,1,0,0,0,0.926412793,1,245.117908
292.186373,108810.7305,0.1500784,0.02033658,0.02033658,1471.490398,4.690688829,0.022315485,1,1440.900223,5.092627629,1.80E-05,0.867564903,1,292.186373
